Curso;Semestre;Período;Nome da Disciplina;ID da Disciplina;ID do Aluno;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR30;VAR31;VAR31b;VAR31c;VAR32a;VAR32b;VAR32c;VAR32d;VAR33;VAR34;VAR35
Administracao;2014.2;1;Psicologia Organizacional (1º);75;768;43;0;0;13;14;0;0;3;0;0;1;12;2;0;2,28;14;1;2;0;1;2,8462;75,67;2,28;74;32;40;23;21;30;0;2;5;0
Biologia;2012.1;3;Embriologia;29;15;15;0;0;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;45;0;30;22;15;8;0;0;0;0
Letras;2011.2;5;Literatura Brasileira II;71;188;9;0;0;47;133;0;0;0;0;4;0;19;3;0;1;13;0;0;0;0;4;86,54;1;107;0;74;14;40;52;1;1;4;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;56;5;0;0;0;29;0;0;4;0;0;0;16;2;0;17;19;0;0;0;0;1;68,78;17;27;0;19;8;13;6;0;2;4;0
Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;1915;3;0;0;5;11;0;0;0;2;2;0;18;3;0;31,68;7;0;2;0;1;2,3846;61,16;31,68;62;21;30;5;6;51;0;2;7;0
Biologia;2016.1;8;Fisiologia Comparada;42;248;38;0;9;46;111;0;0;0;2;1;0;13;2;0;39,5;20;0;0;0;0;6;77,53;39,5;166;41;91;27;77;62;0;2;5;0
Letras;2014.2;1;Fundamentos Sócio Filosóficos da Educação  (1º);86;1478;2;0;2;8;19;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,00001923;26,25;0;5;1;3;0;4;1;0;0;1;0
Letras;2011.1;4;Psicologia Evolutiva;44;241;6;0;0;100;333;0;0;0;4;7;0;13;2;0;0;50;0;0;0;0;11;99,07;0;294;0;130;80;146;68;0;2;6;0
Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.1;4;Zoologia Geral;48;182;2;0;1;2;9;0;0;0;1;1;0;0;0;0;0;11;0;0;0;0;2;74,7;0;70;11;42;8;33;29;0;0;2;0
Administracao;2011.1;3;Contabilidade Pública;34;847;4;0;1;8;73;0;0;0;1;1;0;15;2;0;5;4;0;0;0;0;1;48,43;5;48;0;36;11;13;24;0;1;1;0
Letras;2016.1;4;Linguística II;48;1444;9;0;0;0;46;0;0;0;8;0;0;10;1;1;35;57;0;0;1;0;6;62,68;35;179;53;81;51;76;51;1;2;11;0
Letras;2014.2;1;Prática I. (1º);90;1435;17;0;0;7;53;0;0;0;0;1;0;12;2;0;2,46;12;0;7;0;0;2,8846;76,62;2,46;75;7;36;12;20;41;2;1;3;0
Biologia;2014.2;1;História da Biologia (1º);52;1302;0;0;0;1;0;0;0;0;0;0;0;12;2;0;43,46;0;0;0;0;0;0;0;43,46;0;0;0;0;0;0;0;1;0;0
Pedagogia;2011.1;2;História da Educação;32;93;30;0;2;3;25;0;0;4;0;3;0;16;2;0;1;34;0;0;0;0;2;73,95;1;67;0;35;17;8;42;0;2;4;0
Pedagogia;2014.2;1;Prática Pedagógica I ;111;1714;22;0;1;6;26;0;0;0;2;2;0;17;2;0;21,18;9;0;5;13;2;3,3462;65,6;21,18;87;19;43;14;30;41;2;2;2;0
Biologia;2014.1;4;Didática;44;242;2;0;3;3;15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;52,04;0;5;1;4;2;3;0;0;0;1;0
Letras;2012.1;6;Sociolinguística;79;216;9;0;0;7;100;0;0;0;0;2;0;13;2;0;0;2;0;0;0;0;1;94,52;0;47;0;34;9;5;33;0;2;1;0
Letras;2016.1;8;Libras – Linguagem Brasileira de Sinais;55;489;5;0;0;0;78;0;0;3;2;0;0;18;3;0;36;11;0;0;0;0;2;84,48;36;77;16;47;6;43;28;0;2;4;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;22;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;87,17;0;62;8;21;15;37;10;0;0;3;0
Letras;2016.1;4;Psicologia Evolutiva;52;1614;6;0;0;16;67;0;0;1;1;0;0;14;2;0;41;42;0;0;0;0;5;73,92;41;155;52;93;30;63;60;2;2;5;0
Pedagogia;2011.1;2;História da Educação;32;67;8;0;0;2;39;0;0;2;0;2;0;12;2;0;6;14;0;0;0;0;1;88,77;6;45;0;32;20;19;6;0;2;2;0
Biologia;2014.1;7;Estágio III;54;323232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.2;1;Tecnologias Aplicadas a Educação (1º);91;1444;7;0;0;9;35;1;1;2;1;2;0;9;1;0;22,56;17;0;3;3;3;7,1923;57,25;22,56;187;33;57;150;32;3;2;2;6;0
Pedagogia;2013.2;7;Estágio III;38;309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.1;4;Psicologia Evolutiva;58;403;15;0;1;1;23;0;0;0;0;0;0;17;2;0;0;18;0;1;0;1;1;71,27;0;44;4;30;15;10;19;0;1;2;0
Biologia;2014.2;1;Metodologia Científica(1º);57;1991;60;0;0;13;20;0;0;0;2;2;2;18;3;0;0,11;16;0;2;6;0;7,3846;67,89;0,11;192;29;61;71;56;60;5;2;7;0
Administracao;2013.2;8;Políticas Públicas e Sociedade ;36;254;31;0;0;0;0;0;0;0;1;0;0;18;3;1;0;10;0;2;0;2;1;241,21;0;50;9;32;19;14;16;1;1;3;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;13;2;0;0;0;7;0;0;0;0;0;0;21;3;0;8;10;0;2;0;1;2;85,11;8;58;11;29;5;28;25;0;1;4;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;132;5;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;1;2;2;0;0;0;0
Letras;2014.1;4;Morfossintaxe II;56;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2013.2;3;Linguística I;33;229;4;0;3;3;61;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1;54,2;0;35;11;26;6;11;17;1;0;2;0
Biologia;2014.2;5;Prática V (5º);63;288;40;0;7;52;97;0;0;1;1;0;0;9;1;0;1,09;29;0;2;0;0;15,1538;52,9;1,09;394;26;81;111;153;127;3;2;4;0
Letras;2013.2;3;Morfossintaxe I ;37;326;45;0;2;3;76;0;0;0;2;0;0;16;2;0;3;15;0;1;0;1;5;80,93;3;135;15;72;101;24;10;0;1;4;0
Letras;2013.2;3;Teoria Literária II ;39;345;14;0;1;1;8;0;0;1;2;0;0;5;1;0;0,5;20;0;2;0;2;2;0;0,5;54;18;34;12;8;32;2;2;5;0
Biologia;2014.1;4;Filosofia da Educação;45;242;2;0;3;3;15;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;52,04;0;5;1;4;2;3;0;0;0;1;0
Administracao;2011.1;3;Contabilidade Pública;34;832;2;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;9;1;5;6;0;0;0;0
Pedagogia;2011.1;2;Filosofia da Educação;33;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1851;13;3;0;51;42;0;0;1;2;1;0;0;3;0;33,51;4;0;1;5;1;1,3462;54,14;33,51;35;5;20;7;6;20;2;2;4;0
Pedagogia;2010.2;1;Prática Pedagógica 1;20;207;20;0;23;26;46;0;0;1;4;0;0;13;2;0;36;20;0;0;0;0;3;67,34;36;91;0;37;15;40;34;2;2;6;0
Pedagogia;2013.2;3;Didática ;29;498;39;0;2;2;7;0;0;0;0;0;0;21;3;0;2;15;0;4;0;2;4;238,47;2;107;25;63;32;32;43;0;2;4;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1865;21;0;0;0;1;0;0;0;0;0;0;17;2;0;23;12;0;0;0;2;1;85,34;23;43;8;28;10;13;20;0;2;4;0
Administracao;2013.2;3;Economia Brasileira ;29;95;72;0;1;3;18;0;0;1;0;0;0;17;2;0;4;24;0;2;0;2;3;0;4;91;17;52;30;33;27;1;2;4;0
Pedagogia;2011.2;3;História da Educação no Brasil;47;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Administracao;2010.2;2;Teorias da Administração II;28;841;55;1;2;5;97;0;0;0;0;0;0;13;2;0;8;14;0;0;0;0;4;51,46;8;110;0;70;35;27;46;2;2;2;0
Letras;2013.2;3;Morfossintaxe I ;37;340;11;0;20;51;116;0;0;1;0;0;0;20;3;0;2,5;54;0;5;0;2;21;98,28;2,5;553;13;120;67;192;286;8;2;2;0
Biologia;2016.1;8;Ecologia;40;278;6;0;0;1;27;0;0;1;2;0;0;14;2;0;47,5;23;0;0;4;0;7;72,93;47,5;186;34;76;44;77;63;2;2;5;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1873;17;1;30;72;77;0;1;2;0;8;1;13;2;0;37,25;23;0;2;3;1;4,1538;62,37;37,25;108;22;66;32;50;26;0;2;5;0
Pedagogia;2014.1;4;Planejamento Educacional;48;120;3;0;0;3;10;0;0;0;2;2;0;16;2;0;15;8;0;3;0;1;2;75,82;15;67;6;38;7;22;35;3;1;2;0
Administracao;2013.2;3;Instituições de Direito Público e Privado ;30;82;10;0;2;5;30;0;0;0;0;0;0;11;1;0;3,5;35;0;5;0;2;5;224,62;3,5;143;32;89;56;50;36;1;2;4;0
Pedagogia;2013.2;3;Didática ;29;137;12;0;8;24;19;0;0;0;1;0;0;8;1;0;1,5;47;0;5;0;2;9;238,11;1,5;259;35;122;133;68;58;0;2;8;1
Pedagogia;2010.2;1;Prática Pedagógica 1;20;184;5;0;0;33;66;0;0;0;0;0;0;19;3;0;32,5;23;0;0;0;0;5;67,21;32,5;140;0;77;19;68;53;0;2;3;0
Pedagogia;2014.2;5;Prática Pedagógica V (5º);120;861;13;0;0;0;4;0;0;0;0;0;0;18;3;0;18,65;10;0;3;0;2;2,2692;45,38;18,65;59;14;32;29;14;16;0;2;3;0
Pedagogia;2014.1;4;Planejamento Educacional;48;339;19;0;0;0;12;0;0;0;3;0;0;21;3;0;0;13;0;2;0;1;1;59,88;0;30;8;26;4;16;10;0;1;3;0
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1770;9;0;0;0;5;0;0;0;1;0;0;16;2;0;4;28;0;0;1;2;1;92,09;4;49;22;27;5;20;24;0;2;3;0
Biologia;2016.1;4;Bioquimica I;33;1358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2011.2;5;Psicologia da Aprendizagem;68;147;4;0;0;31;162;0;0;0;0;3;0;8;1;0;15,5;76;0;0;0;0;5;73,8;15,5;141;0;77;42;62;37;0;2;5;0
Pedagogia;2012.1;4;Prática Pedagógica IV;57;53;12;0;0;0;0;0;0;0;0;0;0;22;3;0;4;11;0;0;0;0;1;0;4;27;0;12;3;3;21;0;1;0;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;577;25;3;8;58;29;0;0;0;2;8;0;17;2;0;20,5;116;0;3;0;3;21;234,81;20,5;571;56;161;163;162;227;19;2;5;0
Pedagogia;2010.2;1;Antropologia;15;113;6;0;7;13;70;0;0;1;4;2;0;7;1;0;33;40;1;0;0;0;5;69,4;33;138;0;75;44;69;25;0;2;6;0
Pedagogia;2010.2;1;Antropologia;15;60;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;0
Administracao;2011.1;3;Teorias da Administração Pública;38;826;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;0
Biologia;2016.1;4;Zoologia Geral;38;1243;14;0;1;4;23;0;0;0;0;1;0;15;2;0;38,5;17;0;0;0;0;2;80,16;38,5;62;19;50;14;29;17;2;2;4;0
Letras;2014.2;5;Prática V. (5º);97;382;53;0;0;41;77;0;0;5;6;2;1;19;3;0;1,18;40;0;2;0;1;6,5385;10,46;1,18;170;39;67;67;38;65;0;1;6;0
Letras;2012.1;6;Literatura Brasileira III;76;228;8;2;0;48;144;0;0;0;0;5;0;12;2;0;1,5;26;0;0;0;0;6;124,21;1,5;156;0;85;42;58;55;1;2;2;0
Letras;2014.2;1;Leitura e Produção do Texto (1º);88;1446;32;2;0;24;42;0;0;0;1;0;1;19;3;0;0,17;7;0;2;2;0;3,2308;74,77;0,17;84;21;37;9;18;50;7;2;3;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1715;21;0;5;25;40;0;0;0;0;1;0;17;2;0;20,74;22;0;9;43;1;3,0385;74,51;20,74;79;12;32;26;16;34;3;2;4;0
Pedagogia;2014.2;5;Educação Inclusiva (5º);117;862;18;0;2;14;16;0;1;0;0;0;3;20;3;0;18,6;2;0;2;0;10;3,6154;0;18,6;94;25;55;36;33;25;0;2;1;0
Biologia;2013.2;3;Embriologia ;26;91;8;0;12;12;28;0;0;0;4;0;0;19;3;0;4;33;0;9;0;2;5;78,81;4;142;42;98;27;18;86;11;3;7;2
Pedagogia;2016.1;8;Ética e Cidadania;66;831;7;0;0;0;0;0;0;0;0;0;0;8;1;0;22,5;12;0;0;0;2;3;59,43;22,5;81;30;52;56;21;4;0;2;3;0
Letras;2011.1;4;Literatura Brasileira;47;187;5;2;0;142;335;0;0;3;4;5;0;21;3;0;0,5;53;0;0;0;0;7;109,99;0,5;205;0;109;33;96;74;2;2;4;0
Administracao;2010.1;1;Teorias da Administração I;5;836;9;0;0;1;65;0;0;0;0;1;0;13;2;0;2;4;0;0;0;0;2;0;2;68;0;24;9;11;48;0;2;0;0
Biologia;2014.2;1;Informática Aplicada à Biologia(1º);54;1344;6;0;0;16;61;0;0;1;1;3;3;11;1;0;0,28;32;0;2;0;0;10,4231;69,24;0,28;271;41;76;57;58;133;23;2;7;0
Pedagogia;2013.2;3;Metodologia Cientifica;31;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2011.2;3;Didática;46;63;86;0;28;57;71;0;0;0;0;2;0;18;3;1;11;64;0;0;0;0;8;75,36;11;210;0;100;71;61;77;1;1;4;0
Administracao;2014.2;5;Gestão de Pessoas no Setor Público (5º);79;676;78;0;0;10;9;0;0;0;6;4;2;12;2;0;2,8;10;0;4;5;0;4,5;70,27;2,8;117;19;47;47;30;38;2;2;6;0
Biologia;2016.1;8;Fisiologia Comparada;42;330;34;0;0;1;26;0;0;0;1;0;0;11;1;0;38,5;12;0;0;0;0;2;84,55;38,5;69;25;40;10;19;32;8;2;4;0
Pedagogia;2014.1;8;Prática Pedagógica VIII;53;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Letras;2014.2;8;Estilística (8º);100;513;10;0;0;31;71;0;0;0;3;2;1;13;2;0;2,31;23;0;4;0;0;5,2692;66,68;2,31;137;34;64;68;28;35;6;2;4;0
Biologia;2014.2;1;Física Aplicada à Biologia (1º);121;1377;3;0;0;27;30;0;0;3;0;0;0;15;2;0;11,84;14;0;2;0;0;4,5;59,97;11,84;117;23;42;15;43;57;2;2;4;0
Letras;2016.1;4;Literatura Brasileira I;49;1585;22;0;0;9;50;0;0;0;0;0;0;8;1;1;27;2;0;0;0;0;1;0;27;43;6;23;6;19;13;5;1;0;0
Letras;2014.1;4;Linguística II;54;331;38;0;0;0;23;0;0;0;0;0;0;23;3;0;1;6;0;1;0;1;2;62,1;1;75;11;39;12;22;40;1;1;1;0
Pedagogia;2013.2;7;Coordenação Pedagógica;37;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2012.1;4;Educação e Multiculturalismo;55;213;19;0;0;1;11;0;0;4;2;0;0;18;3;2;0;20;0;0;0;0;1;94,88;0;36;0;23;14;11;11;0;0;4;0
Pedagogia;2014.1;8;Ética e Cidadania;52;169;15;0;0;47;21;0;0;0;3;27;0;16;2;0;7;11;0;1;0;1;1;91,03;7;45;2;28;5;21;17;2;1;3;0
Biologia;2014.1;4;Filosofia da Educação;45;437;23;0;2;4;7;0;0;0;0;0;0;20;3;0;21;6;0;1;0;0;1;74,42;21;32;2;22;3;10;19;0;1;2;0
Biologia;2013.2;3;Prática III  ;29;182;7;0;1;6;32;0;0;0;0;1;0;20;3;0;4;20;0;3;0;1;5;240,76;4;145;21;87;31;42;72;0;2;4;0
Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;1812;5;0;1;24;16;0;0;1;3;1;0;21;3;0;65,1;37;0;0;1;0;4;81,96;65,1;104;26;62;13;16;74;1;1;6;0
Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;1815;2;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,00000769;19,2;0;2;1;2;0;0;2;0;0;1;0
Pedagogia;2012.1;4;Fundamentos da Educação Infantil;54;77;17;0;0;1;37;0;0;5;3;0;0;20;3;2;0;22;0;0;0;0;3;89,79;0;80;0;44;33;15;32;0;0;5;0
Pedagogia;2011.1;2;Filosofia da Educação;33;83;38;0;0;8;34;0;0;3;0;4;0;13;2;0;1;11;0;0;0;0;3;87,24;1;86;0;47;19;48;19;0;1;3;0
Pedagogia;2013.2;3;Organização da Educação Nacional;34;61;4;0;0;0;8;0;0;0;0;0;0;19;3;0;7;10;0;2;0;2;3;242,36;7;96;12;61;18;23;55;0;2;4;0
Letras;2014.2;1;História da Língua Portuguesa (1º);87;1491;9;0;0;3;33;0;0;0;2;1;0;13;2;0;0,3;11;0;3;17;0;1,5385;60;0,3;40;12;19;6;15;19;0;2;4;0
Pedagogia;2013.2;7;Estágio III;38;425;10;0;6;10;17;0;0;0;0;1;0;21;3;0;23,5;20;0;2;0;2;3;241,5;23,5;99;28;71;20;23;56;0;2;4;0
Administracao;2016.1;8;Relações Internacionais;31;562;10;3;0;8;20;1;2;0;2;0;0;8;1;0;46,5;25;0;0;0;0;3;79,01;46,5;89;30;59;24;32;33;0;2;6;1
Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;1681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;14;35;0;0;52;43;0;0;0;1;3;0;21;3;0;29;18;0;2;0;1;5;58,34;29;133;9;90;31;42;60;0;1;2;0
Pedagogia;2016.1;4;Pesquisa em Educação;60;1809;9;0;0;7;4;0;0;0;2;3;0;10;1;0;21,5;26;0;0;0;2;3;80,85;21,5;97;20;61;26;27;44;0;2;4;0
Letras;2011.2;5;Prática V;73;193;5;0;0;31;104;0;0;0;0;3;0;14;2;0;1;20;0;0;0;0;4;71,83;1;112;0;76;83;24;3;2;2;3;0
Letras;2016.1;4;Literatura Brasileira I;49;1497;13;0;0;28;68;0;0;1;2;0;0;9;1;2;5,5;31;0;0;0;0;5;79,36;5,5;139;30;74;52;64;23;0;2;5;0
Biologia;2011.1;1;Metodologia Científica;19;15;62;0;0;20;123;0;0;0;1;6;0;21;3;1;0;32;0;0;0;0;8;75,59;0;228;0;69;73;60;93;2;0;4;0
Pedagogia;2014.2;5;Educação de Jovens e Adultos (5º);116;1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.1;4;Prática Pedagógica IV;49;389;7;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;58;0;32;1;31;26;0;0;0;0
Letras;2011.2;5;Literatura Brasileira II;71;101;51;0;0;13;58;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;4;85,08;0;116;0;71;35;45;33;3;0;2;0
Letras;2014.1;4;Linguística II;54;134;4;0;1;7;38;0;0;1;1;0;0;15;2;0;10;62;1;1;0;1;4;73,7;10;120;43;83;23;61;36;0;1;4;0
Biologia;2016.1;4;Didatica;34;1309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Antropologia ;105;1761;36;0;14;69;117;0;0;2;0;4;0;16;2;0;37,29;15;0;1;1;1;2,6538;56,25;37,29;69;21;27;24;30;15;0;2;6;0
Pedagogia;2011.2;3;Didática;46;76;10;0;5;18;46;0;0;1;1;3;0;9;1;1;0;32;0;0;0;0;3;81,57;0;84;0;42;16;23;45;0;1;5;0
Administracao;2010.1;1;Introdução à Economia;8;838;12;0;3;62;114;0;0;0;1;10;0;10;1;0;14;62;0;0;0;0;6;36,1;14;175;0;69;96;28;48;3;1;3;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;174;10;0;3;7;39;0;0;4;0;2;0;12;2;1;1;17;0;0;0;0;5;74;1;142;0;76;51;62;29;0;1;4;0
Administracao;2011.2;4;Estatística Aplicada à Administração;42;810;49;0;3;4;82;0;0;3;4;1;0;18;3;0;19,5;27;0;0;0;0;3;72,35;19,5;85;0;58;37;27;21;0;2;4;0
Pedagogia;2013.2;7;Avaliação Educacional;36;370;25;0;0;0;13;0;0;0;4;0;0;16;2;0;8,5;19;0;2;0;2;2;224,9;8,5;64;21;41;27;12;23;2;2;5;0
Biologia;2013.2;6;Genética Molecular ;34;51;41;0;2;5;48;0;0;1;0;0;0;15;2;0;11;45;1;4;0;0;4;237,37;11;127;29;82;48;46;32;1;2;6;0
Pedagogia;2016.1;4;Pesquisa em Educação;60;1859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.2;1;Prática I (1º);58;1350;4;1;0;50;114;0;0;1;0;11;0;16;2;0;7,81;28;0;2;11;0;6,9615;60,84;7,81;181;35;75;22;59;100;0;2;12;0
Pedagogia;2014.1;4;Pesquisa(s) em Educação;47;445;6;0;0;0;9;0;0;0;0;0;0;19;3;0;1;9;0;1;0;1;1;0;1;28;7;21;14;7;6;1;1;2;0
Biologia;2016.1;4;Filosofia da Educacao;35;1238;7;0;6;11;30;0;0;1;0;0;0;10;1;0;3,5;24;0;0;0;0;2;76,81;3,5;52;21;34;7;16;29;0;2;5;0
Pedagogia;2011.1;2;Filosofia da Educação;33;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Biologia;2014.1;4;Filosofia da Educação;45;244;14;0;0;0;6;0;0;0;1;0;0;19;3;0;4;13;0;1;0;0;1;75,74;4;40;10;23;10;18;12;0;1;3;0
Letras;2014.2;5;Estágio Supervisionado I. (5º);92;446;26;3;2;5;17;0;0;7;2;0;0;21;3;0;12,26;40;0;4;0;1;4,7308;56,99;12,26;123;37;54;26;44;38;15;4;6;0
Pedagogia;2014.2;1;Antropologia ;105;1876;23;0;34;35;19;0;0;0;0;1;0;15;2;0;62,36;2;0;0;3;0;1,2692;22,16;62,36;33;15;23;11;6;15;1;1;1;0
Biologia;2011.1;1;Física Aplicada à Biologia;16;37;5;0;1;51;139;0;0;3;2;4;0;14;2;1;0;60;0;0;0;0;3;57,74;0;99;0;59;46;47;6;0;0;5;0
Pedagogia;2013.2;3;Movimentos Sociais;33;218;40;0;0;5;28;0;0;0;2;1;0;20;3;0;4,5;29;0;4;0;2;4;219,91;4,5;128;23;79;54;41;32;1;2;3;0
Biologia;2016.1;4;Didatica;34;1346;3;0;3;27;45;0;0;0;2;0;0;7;1;0;47;35;0;0;0;0;4;69,71;47;115;43;68;22;53;40;0;2;5;0
Pedagogia;2013.2;3;Didática ;29;164;41;0;0;0;4;0;0;0;0;0;0;14;2;0;2;15;0;3;0;2;3;239,51;2;88;16;57;15;43;29;1;2;4;0
Pedagogia;2012.1;4;Prática Pedagógica IV;57;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;1716;3;0;11;11;27;0;0;0;0;0;0;22;3;0;28,55;60;0;5;13;10;4,5;79,35;28,55;117;49;54;28;14;67;8;2;4;0
Letras;2014.2;1;Fundamentos Sócio Filosóficos da Educação  (1º);86;472;9;0;0;21;67;0;0;0;1;2;0;0;0;0;0;8;0;0;0;0;7,5769;51,43;0;197;11;62;57;65;74;1;0;1;0
Biologia;2014.1;4;Zoologia Geral;48;124;4;0;2;2;8;0;0;0;1;0;0;22;3;0;2;7;0;1;0;0;0;61,79;2;23;3;17;5;9;8;1;1;2;0
Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;91;7;0;0;0;34;0;0;4;0;0;0;10;1;0;23;16;0;0;0;0;1;71,65;23;47;0;30;10;23;14;0;2;4;0
Pedagogia;2014.1;4;Educação e Multiculturalismo;45;77;7;0;0;0;5;0;0;0;0;0;0;22;3;0;4;13;0;2;0;1;3;87,74;4;83;12;44;15;21;47;0;1;3;0
Letras;2011.2;5;Semântica e Pragmática;69;141;8;0;0;75;192;0;0;0;0;7;0;13;2;0;12,5;45;0;0;0;0;9;74,51;12,5;257;0;129;35;142;80;0;2;5;0
Pedagogia;2014.2;1;Antropologia ;105;1861;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00000385;0;0;1;0;1;0;0;1;0;0;0;0
Biologia;2013.2;3;Psicologia da Aprendizagem ;30;142;3;0;0;0;37;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;1;3;0;2;1;0;0;0;0
Administracao;2014.2;1;Metodologia de Estudo (1º);74;773;4;0;0;10;18;0;0;5;0;1;1;16;2;0;0,71;8;5;2;0;1;1,1923;45,19;0,71;31;10;15;10;9;12;0;2;7;0
Letras;2014.2;5;Literatura Brasileira II (5º);94;502;18;0;0;0;36;0;0;0;0;0;0;21;3;0;6,6;4;0;3;0;13;1,7308;67,09;6,6;45;16;24;4;22;19;0;2;3;0
Pedagogia;2012.1;4;Prática Pedagógica IV;57;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedagogia;2013.2;3;História da Educação no Brasil;30;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Administracao;2011.2;4;Processo de Tomada de decisão;44;850;4;0;22;52;67;0;0;5;2;2;0;10;1;0;8;37;1;0;0;0;3;45,16;8;83;0;57;9;30;44;0;1;8;0
Biologia;2014.1;4;Prática IV;47;256;29;0;4;5;17;0;0;1;0;1;0;20;3;0;8;5;0;3;0;0;1;70,27;8;38;2;26;19;12;7;0;1;2;0
